mode,distance_to_cut,samples,weighted_value_mean,weighted_value_std,weighted_q_mean,weighted_q_std,value_h1_mean,q_h1_mean,value_h2_mean,q_h2_mean,value_h4_mean,q_h4_mean,value_h8_mean,q_h8_mean
original,0,2048,-24.509650906233038,14.861682970414533,-26.739471608358873,13.538480346501114,-11.810049057006836,-12.673683166503906,-16.919044494628906,-18.153430938720703,-21.280460357666016,-23.046344757080078,-25.893146514892578,-28.289175033569336
original,1,2048,-24.22195354424548,15.152335935139728,-26.554532115886467,13.832073567973897,-11.480348587036133,-12.388141632080078,-16.54983139038086,-17.841245651245117,-20.93391990661621,-22.782012939453125,-25.616174697875977,-28.1223087310791
original,2,2048,-24.23533431113683,14.997085607093203,-26.449006191434457,13.765800924451606,-11.55485725402832,-12.427513122558594,-16.62279510498047,-17.85818862915039,-20.98099136352539,-22.738767623901367,-25.620473861694336,-27.997392654418945
original,3,2048,-24.385126658163426,15.024434624370864,-26.629178740386852,13.81049061512802,-11.647125244140625,-12.519691467285156,-16.73061752319336,-17.970184326171875,-21.108068466186523,-22.883380889892578,-25.777454376220703,-28.1888427734375
original,4,2048,-24.842569164017277,15.258364540659016,-27.0097862941082,13.985272222803363,-12.12591552734375,-12.982366561889648,-17.28825569152832,-18.511314392089844,-21.647457122802734,-23.380481719970703,-26.22292709350586,-28.548328399658203
original,5,2048,-24.024313134112433,14.989229522801269,-26.22806114140876,13.733343155679506,-11.326833724975586,-12.19244384765625,-16.343299865722656,-17.575389862060547,-20.714994430541992,-22.47152328491211,-25.417713165283203,-27.78363800048828
original,6,2048,-24.668653757622266,15.378631610062802,-26.899867262247064,14.063231036051336,-11.944868087768555,-12.813892364501953,-17.074846267700195,-18.29975700378418,-21.448898315429688,-23.20534896850586,-26.053203582763672,-28.45166778564453
original,7,2048,-24.264783121296386,14.8461023092969,-26.5338776705521,13.546328512001338,-11.484058380126953,-12.368070602416992,-16.56096076965332,-17.82563018798828,-20.958026885986328,-22.765947341918945,-25.66427230834961,-28.10105323791504
original,8,2048,-24.38846531359932,14.734839643137548,-26.638400488084514,13.443678816240483,-11.670329093933105,-12.55196762084961,-16.762897491455078,-18.015483856201172,-21.135087966918945,-22.917280197143555,-25.77652931213379,-28.193134307861328
robust,0,2048,-29.98652425466753,12.873070008763236,-31.278780431480662,12.340701226122565,-15.024971961975098,-15.69171142578125,-21.70211410522461,-22.583980560302734,-27.051403045654297,-28.194217681884766,-31.526588439941406,-32.888572692871094
robust,1,2048,-29.7087838061012,13.268288485666051,-31.06136249891706,12.690597524827009,-14.76182746887207,-15.433565139770508,-21.43191909790039,-22.336410522460938,-26.783218383789062,-27.965808868408203,-31.24698257446289,-32.67597198486328
robust,2,2048,-29.71336600390095,13.077967005957323,-30.972550111804956,12.57011651280887,-14.787285804748535,-15.452890396118164,-21.447839736938477,-22.325164794921875,-26.78948211669922,-27.917278289794922,-31.249570846557617,-32.5738639831543
robust,3,2048,-29.80219079341914,13.097176094252617,-31.12921465156323,12.633246346403588,-14.886444091796875,-15.541412353515625,-21.544679641723633,-22.424518585205078,-26.878305435180664,-28.039514541625977,-31.337318420410156,-32.739933013916016
